area,perimeter,defect_count,finger_count,centroid_x,centroid_y,aspect_ratio,solidity,label
255756.5,4063.339304327965,7,8,978,433,1.0818619582664526,0.7798191292469715,1
477474.0,8706.46749162674,8,9,651,424,1.8443804034582132,0.6241469799118303,1
255231.5,4065.280428290367,7,8,978,433,1.0872374798061388,0.7738379840248859,1
256981.5,4434.819531440735,7,8,975,432,1.2058346839546192,0.7341489544052109,1
254275.5,3930.854020357132,7,8,979,435,1.0909090909090908,0.7786653315082085,1
256429.5,4314.393127202988,7,8,976,433,1.2094155844155845,0.7332485981522202,1
254238.5,4049.6235748529434,7,8,979,435,1.0909090909090908,0.7795630263438297,1
254453.0,4208.552506446838,8,9,979,434,1.087520259319287,0.7692084456247534,1
254069.5,4446.192115664482,8,9,979,434,1.087520259319287,0.7619029769062606,1
253432.5,3948.2266054153442,7,8,980,434,1.0876623376623376,0.7770141831359877,1
253414.5,3938.9961574077606,7,8,980,434,1.0876623376623376,0.7770173623088421,1
253255.5,3970.025596022606,7,8,980,435,1.0912052117263844,0.7815213181733319,1
254065.5,4080.510875225067,8,9,979,434,1.101141924959217,0.76180873935167,1
252870.5,4077.138294816017,7,8,981,435,1.0879478827361564,0.7812095486127202,1
254824.5,4283.280429363251,7,8,978,434,1.1612377850162867,0.7521461998574366,1
254547.0,4303.322060108185,7,8,978,434,1.1642276422764228,0.7477198022506764,1
253191.5,4429.991105079651,7,8,979,434,1.1566068515497554,0.7467101770694475,1
251902.0,4100.35149538517,7,8,981,435,1.091503267973856,0.7788491119366413,1
253267.5,4072.1088548898697,7,8,979,433,1.1,0.7739337564591883,1
255027.5,4110.677396059036,7,8,976,432,1.1098360655737705,0.7799685905346491,1
256008.0,4186.920038461685,8,9,971,432,1.1485148514851484,0.7636638611845668,1
256179.5,5296.549541950226,7,8,965,432,1.2139303482587065,0.7450847230866776,1
253396.5,4787.814480423927,8,9,966,433,1.1680532445923462,0.7481476888737328,1
251353.5,5233.554594278336,8,9,966,434,1.1789297658862876,0.7368909410729991,1
478052.0,9080.43300151825,7,8,643,424,1.9393939393939394,0.6545828480978426,1
474874.5,9702.013734579086,7,8,639,423,1.8523878437047756,0.6389966312613831,1
476182.0,9136.349740028381,8,9,641,424,1.951219512195122,0.6550134425889003,1
251050.0,5117.5129643678665,7,8,961,433,1.2373737373737375,0.7217948699518564,1
245714.5,5743.2358330488205,7,8,965,437,1.1963087248322148,0.7378935688126981,1
247876.0,6077.929265141487,7,8,962,435,1.1963087248322148,0.7288380537933975,1
479402.5,8776.852266311646,8,9,643,424,1.9452887537993921,0.6578322659966711,1
477813.0,8956.207607150078,8,9,641,424,1.9423368740515934,0.6549111172180878,1
475834.0,9987.369072318077,8,9,638,423,1.847041847041847,0.6385992083170329,1
252671.0,4638.802286982536,7,8,967,435,1.176079734219269,0.7462557408036387,1
255950.0,4466.115995049477,7,8,965,432,1.220563847429519,0.7358860533851621,1
252748.5,4812.785041689873,7,8,968,434,1.1520661157024794,0.754733348363391,1
254415.5,4506.216500043869,8,9,968,434,1.147107438016529,0.7635026551407997,1
480708.5,8942.366986632347,8,9,645,423,1.836441893830703,0.6369514059854088,1
255480.0,4308.861163139343,7,8,971,433,1.1309328968903436,0.7741219996636624,1
256439.5,4635.187063336372,8,9,971,432,1.1256117455138663,0.7565568982404796,1
259034.5,4617.589083790779,7,8,970,431,1.1951219512195121,0.7392389421444207,1
256256.0,4044.2093609571457,7,8,976,433,1.1037277147487845,0.7812409016147299,1
258060.0,4404.150485634804,7,8,974,432,1.1685575364667746,0.7477745838935509,1
255619.0,4287.062173485756,8,9,977,432,1.0857605177993528,0.778098579223329,1
254476.0,4215.037786126137,7,8,979,433,1.0761750405186385,0.8021573606061035,1
255524.5,4384.049980640411,8,9,979,432,1.0807754442649435,0.7848961149063745,1
254166.5,4044.3098682165146,7,8,981,434,1.0662358642972536,0.8095389765403413,1
255165.0,4090.268234848976,7,8,980,434,1.072933549432739,0.81039750495452,1
254812.0,4017.640818953514,7,8,980,434,1.0760517799352751,0.8062981960402118,1
255167.0,4174.954528212547,7,8,979,434,1.0760517799352751,0.8136378492566463,1
254843.5,4105.339304089546,7,8,980,434,1.0795454545454546,0.8030803652320515,1
257610.0,4434.351495981216,7,8,976,433,1.12012987012987,0.7786908164298594,1
256690.0,4311.380934000015,8,9,977,433,1.1268292682926828,0.7767657205108032,1
254896.5,4059.256043076515,8,9,980,434,1.0795454545454546,0.7993818739474452,1
256296.0,4279.380934357643,7,8,978,433,1.1121951219512196,0.7757577225117024,1
254568.0,4040.469246864319,7,8,980,434,1.0830618892508144,0.8039691888870291,1
255212.0,4089.0966638326645,8,9,979,434,1.0845528455284552,0.799923521880108,1
482974.0,8642.242094993591,8,9,650,423,1.8577648766328012,0.6396752446922639,1
253898.0,3902.469246029854,7,8,980,435,1.0864600326264273,0.8062954418067003,1
254723.5,4055.682451248169,8,9,979,435,1.0846905537459284,0.7982572833865299,1
254964.5,4265.280427694321,7,8,977,434,1.1290849673202614,0.7726864289794725,1
483246.5,8724.827882409096,8,9,649,423,1.8497109826589595,0.6389347792601524,1
253939.0,3833.9007054567337,7,8,979,435,1.0897226753670473,0.8089032586882426,1
254934.0,4043.4398081302643,7,8,978,434,1.0879478827361564,0.7966824429794888,1
484021.0,8569.070521831512,8,9,649,423,1.839080459770115,0.6377126083092719,1
254893.5,3907.8834614753723,7,8,978,434,1.0913539967373573,0.8061020540472162,1
256298.0,4179.925090432167,8,9,977,433,1.0895765472312704,0.7933215608406241,1
254795.5,4060.5108793973923,7,8,978,434,1.0913539967373573,0.802968325050344,1
254675.5,4078.5108766555786,8,9,978,435,1.0929853181076672,0.7931505932072745,1
256529.0,4319.037788391113,7,8,975,433,1.1566068515497554,0.7637019130579752,1
255084.0,4013.0966629981995,7,8,978,434,1.0946166394779773,0.7955947919736885,1
254956.0,4117.581943154335,7,8,977,434,1.0946166394779773,0.8001343202313572,1
254653.5,3955.741325378418,7,8,977,435,1.0962479608482871,0.8038799736726219,1
482900.0,9253.805586099625,8,9,648,424,1.9047619047619047,0.6484616660321706,1
484912.5,8644.22484946251,8,9,649,423,1.855072463768116,0.643989070131112,1
255710.0,4197.866214513779,7,8,975,434,1.1081967213114754,0.7969134446226028,1
485858.5,8624.710129618645,8,9,649,423,1.8497109826589595,0.6440304452659917,1
484886.0,8757.639062285423,8,9,647,423,1.8443804034582132,0.6430857335354556,1
485345.5,8694.82788336277,8,9,647,423,1.8497109826589595,0.6448955647489255,1
257821.0,4231.037785887718,8,9,969,433,1.1305785123966943,0.7789389407534971,1
256347.5,4008.0499819517136,7,8,969,434,1.142620232172471,0.7984224501078434,1
259217.0,4393.263184428215,7,8,964,432,1.1797004991680533,0.7692755128538042,1
256919.5,4131.564699649811,7,8,965,433,1.1636060100166945,0.7951653038359403,1
258039.0,4503.429702997208,7,8,962,433,1.1959798994974875,0.7651403731422945,1
249775.0,5859.703869104385,7,8,959,434,1.2134453781512604,0.7396521983757413,1
475144.5,10686.003630042076,8,9,636,424,1.8577648766328012,0.6445385862852702,1
473104.5,10111.008681297302,8,9,635,424,1.8497109826589595,0.6394185414746357,1
246787.0,5802.390160679817,7,8,963,436,1.1711409395973154,0.7622399545349953,1
481965.0,8926.717270612717,7,8,642,423,1.833810888252149,0.64827032414525,1
478164.5,9480.072610616684,8,9,640,423,1.8497109826589595,0.6448410905663075,1
246682.0,5234.968806862831,8,9,964,435,1.1624790619765495,0.7485419511455015,1
246645.0,5827.620607852936,7,8,966,436,1.1585976627712855,0.7627000717413354,1
249226.5,5263.010437250137,7,8,963,434,1.205,0.7372158271572437,1
249590.5,5529.520103931427,7,8,962,434,1.205,0.7358384042076465,1
248110.5,5322.809426784515,7,8,966,436,1.1585976627712855,0.766826351006784,1
253482.0,4596.802286028862,8,9,964,433,1.1585976627712855,0.7681866326034285,1
482490.0,9073.462438106537,8,9,642,423,1.8443804034582132,0.6495281904442664,1
254936.0,4332.576891183853,7,8,966,434,1.1602671118530885,0.7898257299976764,1
249799.5,5158.324145913124,7,8,965,435,1.1602671118530885,0.7776138289775354,1
252441.5,4903.128188729286,7,8,964,434,1.1636060100166945,0.7701599863322126,1
256498.5,4268.535260081291,7,8,964,433,1.165551839464883,0.784363102609972,1
248641.5,5600.123135089874,7,8,962,435,1.2110552763819096,0.7343645012042926,1
256262.5,4524.074365496635,7,8,962,433,1.2093802345058626,0.7612643055008875,1
247423.0,5390.507910847664,7,8,964,437,1.16750418760469,0.7645160343413151,1
246701.0,5296.708923101425,7,8,963,437,1.16750418760469,0.761471018999659,1
475585.0,10117.51121044159,8,9,637,425,1.8497109826589595,0.6418692534795445,1
474746.5,9913.067556262016,8,9,636,424,1.8523878437047756,0.639490424410597,1
476892.5,9854.013735890388,8,9,639,424,1.8497109826589595,0.6447377137611553,1
253092.5,4525.245937943459,7,8,965,435,1.169463087248322,0.7881604270081403,1
255915.0,4302.978913187981,7,8,963,434,1.167785234899329,0.7834424445400262,1
248316.5,5573.578979611397,8,9,962,436,1.167785234899329,0.7533977253937023,1
247990.0,5738.792182683945,7,8,961,436,1.2030201342281879,0.7362281924423723,1
474986.0,9835.653345108032,8,9,638,425,1.855072463768116,0.6424629101992979,1
475070.5,10068.440142035484,8,9,637,424,1.855072463768116,0.6399557351057252,1
475337.5,10168.180257320404,8,9,637,423,1.855072463768116,0.6388579953430079,1
483455.0,8694.20760512352,8,9,644,422,1.8443804034582132,0.6471499660331771,1
252776.5,5301.554592728615,6,7,965,430,1.199004975124378,0.7651454153600271,1
256249.0,4231.665202617645,7,8,969,430,1.143801652892562,0.7904674650033624,1
252520.5,3882.9128972291946,6,7,974,431,1.0922570016474464,0.8185814244105477,1
251293.0,4241.94947385788,7,8,974,430,1.0888157894736843,0.7984602283920412,1
492756.5,9151.763952970505,8,9,638,417,1.833810888252149,0.6486463183307467,1
494428.0,9156.977156877518,8,9,638,416,1.8285714285714285,0.6485028813066908,1
495153.0,8990.634010791779,8,9,639,416,1.8311874105865522,0.6481755895266246,1
495024.5,9138.876651287079,8,9,640,415,1.8311874105865522,0.6447856356685575,1
495829.0,9702.65839779377,8,9,643,416,1.8311874105865522,0.6435672672121137,1
252383.0,3993.640819311142,8,9,988,429,1.0499194847020934,0.7975358148985554,1
250106.5,4092.5697507858276,8,9,991,426,1.0624,0.7763943148676734,1
245523.5,4190.427617073059,8,9,998,425,0.9761904761904762,0.8189480776575323,1
244788.0,6565.669378042221,5,6,283,404,1.0646551724137931,0.6412242535055573,1
244200.5,6388.799322128296,5,6,289,400,1.0760401721664274,0.638184079927035,1
239929.0,5584.223640322685,5,6,282,400,0.9215406562054208,0.6838028981872436,1
237555.0,5390.081505656242,5,6,287,406,0.9213161659513591,0.6830365807198258,1
474706.5,9636.19036257267,9,10,642,410,1.8311874105865522,0.6018175986450098,1
472395.5,10796.322390556335,8,9,641,410,1.833810888252149,0.5995772204178043,1
243992.5,5485.578978776932,5,6,285,397,0.9371428571428572,0.6913780523224924,1
241707.0,5062.625660419464,5,6,283,398,0.8638968481375359,0.715569930354592,1
476099.5,10049.587330698967,9,10,643,412,1.825962910128388,0.6079440144394835,1
241023.5,5106.441895484924,6,7,285,401,0.890961262553802,0.7262806605194961,1
245741.0,5881.904879689217,5,6,292,400,1.0285714285714285,0.6543330683952876,1
242000.5,5404.039875030518,6,7,292,403,0.9681620839363242,0.6902929888341061,1
484387.5,10263.812723636627,7,8,641,418,1.833810888252149,0.6350124541164132,1
241626.0,4958.542401075363,5,6,288,403,0.9166666666666666,0.7042180042988816,1
486583.5,9430.533505916595,7,8,638,418,1.8311874105865522,0.6424838003690512,1
487766.0,9159.923334240913,7,8,643,419,1.825962910128388,0.6468410262122816,1
493023.0,9538.433000922203,7,8,639,416,1.825962910128388,0.6466927080600648,1
498893.5,10242.499016523361,7,8,641,416,1.836441893830703,0.6541274221156689,1
263096.5,4231.079417705536,7,8,973,430,1.1592775041050902,0.7820070592606353,1
508057.0,9753.913231015205,7,8,642,415,1.8233618233618234,0.6598442786360419,1
510494.0,9122.14872956276,7,8,643,415,1.8207681365576103,0.6640650101919893,1
511781.0,9382.231992483139,7,8,643,415,1.8443804034582132,0.6678328294170535,1
517008.0,9938.339635252953,7,8,644,416,1.833810888252149,0.6718756802311112,1
509244.5,10143.150815725327,7,8,638,415,1.836441893830703,0.6619544016705998,1
508176.0,9874.967053174973,8,9,639,415,1.8285714285714285,0.6594301538094206,1
508242.0,10065.594469070435,7,8,639,414,1.833810888252149,0.6597109816835648,1
509829.0,10055.109188437462,7,8,638,415,1.8311874105865522,0.6565088284984342,1
510019.0,9616.055366516113,7,8,638,414,1.8311874105865522,0.6585768039812713,1
510216.5,9549.126435756683,7,8,641,416,1.841726618705036,0.663639715900629,1
513863.5,10057.351829886436,7,8,642,416,1.833810888252149,0.6673148959186231,1
506224.5,9718.180255889893,7,8,646,420,1.841726618705036,0.6617638119515663,1
535872.0,8955.37917983532,8,9,645,422,1.9364599092284418,0.7100722498832275,1
548796.0,8649.153782129288,7,8,646,421,1.8443804034582132,0.7099569339675731,1
559199.0,8553.295917510986,8,9,649,422,1.8577648766328012,0.7221261953941128,1
568721.5,9105.479683160782,8,9,649,422,1.8523878437047756,0.7228597829596093,1
579261.0,8410.501979708672,8,9,651,423,1.836441893830703,0.7317430882066855,1
587628.5,8585.087767601013,7,8,652,424,1.825962910128388,0.7391892835331434,1
595938.0,8789.555803894997,8,9,652,426,1.80028129395218,0.7344587578837746,1
599641.0,7946.311077594757,8,9,648,423,1.792717086834734,0.752249474835049,1
673439.5,10395.136538147926,9,10,672,393,1.7777777777777777,0.7827324290712135,1
679743.5,9411.71518266201,8,9,671,394,1.7777777777777777,0.7998172669226655,1
651881.5,11730.547785520554,8,9,653,398,1.7777777777777777,0.770996167381525,1
664474.0,10294.290865540504,8,9,650,388,1.7777777777777777,0.780168732032375,1
650796.5,9789.420808434486,9,10,646,389,1.7777777777777777,0.7817304949204662,1
634504.0,9943.697937369347,8,9,622,387,1.7777777777777777,0.7744171769406992,1
444047.0,5390.105890393257,4,5,450,399,1.211111111111111,0.7955863961959229,1
536241.5,9762.31821513176,7,8,576,390,1.7777777777777777,0.6635970562429849,1
367789.5,5499.696728229523,4,5,361,392,1.0222222222222221,0.7568845430009332,1
342535.5,7542.67146730423,5,6,346,395,1.1805555555555556,0.6623945838175886,1
475532.0,11197.050311207771,7,8,587,394,1.8604651162790697,0.6135698848424245,1
481570.5,12135.660485506058,6,7,599,384,1.871345029239766,0.5881888451018004,1
286727.5,4839.613468885422,7,8,302,426,1.0758725341426403,0.7392522846428429,1
284974.0,4761.998243331909,6,7,318,430,1.117283950617284,0.753373305416323,1
302977.0,5008.767796397209,7,8,330,420,1.174726989079563,0.7736465264974899,1
311319.0,4846.625661253929,8,9,346,416,1.2140625,0.7667153068952142,1
313540.0,6301.894774794579,9,10,359,414,1.1799410029498525,0.7116633206491085,1
322436.5,5772.917072892189,6,7,364,415,1.1906158357771262,0.7378257656020815,1
328151.0,6384.747588276863,7,8,374,412,1.227810650887574,0.7101452098076132,1
324500.5,6305.132365465164,6,7,379,413,1.235640648011782,0.714841473958993,1
312638.5,7309.264392495155,5,6,386,411,1.2313323572474377,0.6942099671034736,1
325543.5,6061.735395312309,6,7,380,411,1.238235294117647,0.7217211247590427,1
327931.5,6641.357759356499,7,8,383,410,1.1722222222222223,0.68569125529666,1
313886.0,7195.766919255257,5,6,388,407,1.2404692082111437,0.6940411291330069,1
310388.0,7651.163889527321,6,7,390,410,1.2492625368731562,0.6772631314811886,1
324690.5,6215.936407327652,5,6,383,411,1.251840942562592,0.7206472476107193,1
324637.0,6465.232868075371,6,7,381,411,1.2544117647058823,0.7158446930774286,1
326190.0,6610.428828001022,6,7,381,410,1.2463343108504399,0.702577020374712,1
316498.5,7845.631925344467,7,8,395,412,1.4771048744460857,0.632160651458121,1
316307.0,7821.732430458069,6,7,392,412,1.4838709677419355,0.6413316207204531,1
320693.5,6285.534385085106,6,7,383,412,1.2412280701754386,0.7251497757462219,1
310368.5,7169.240009188652,6,7,386,411,1.2448680351906158,0.7010943286690619,1
321293.5,5766.397300720215,6,7,381,412,1.2481644640234948,0.7295178000949096,1
314811.5,7845.205520272255,6,7,394,413,1.3902777777777777,0.6379404678194297,1
321609.0,5872.782076835632,6,7,382,412,1.252212389380531,0.7318776596955147,1
320909.0,5748.840952634811,6,7,382,412,1.2463343108504399,0.7364258987918961,1
312056.0,7881.105014920235,6,7,394,414,1.4149560117302054,0.6657947458592651,1
309775.5,7177.926300525665,6,7,388,410,1.2456140350877194,0.7045035620270294,1
326702.5,6686.990230560303,6,7,390,414,1.4709302325581395,0.6692042429723338,1
315045.5,7840.401479005814,6,7,401,413,1.4926253687315634,0.6400833410369274,1
315816.0,7765.389283895493,6,7,408,416,1.4778761061946903,0.6382764579270203,1
318801.5,8585.538560152054,6,7,415,418,1.4838709677419355,0.6330224495550199,1
330195.0,7374.595346212387,5,6,424,418,1.4752186588921283,0.6375196211122202,1
343097.5,7953.631923079491,6,7,444,422,1.4970414201183433,0.6508993327806372,1
357292.5,7920.661361694336,6,7,461,424,1.4838709677419355,0.6704524663992681,1
491154.5,11358.430034995079,8,9,658,412,1.9783616692426584,0.6675662157368306,1
524467.5,11353.577223658562,6,7,686,403,1.893491124260355,0.6974654304339847,1
537527.0,12130.697061777115,7,8,700,404,1.8795888399412628,0.7046812739210888,1
556681.0,10566.623905539513,7,8,708,398,1.7877094972067038,0.7045114570862325,1
551319.0,10915.310198545456,6,7,715,401,1.8823529411764706,0.7185603221875387,1
531681.5,11472.086889863014,7,8,720,396,1.792717086834734,0.6715490499214373,1
533349.5,11462.547783374786,8,9,724,397,1.825962910128388,0.6756194080993333,1
451989.5,8843.538558363914,7,8,823,412,1.530791788856305,0.7333646480822555,1
326479.5,5814.892686963081,5,6,972,388,1.0071022727272727,0.7527972265808294,1
324198.0,5625.537350058556,5,6,973,391,1.011173184357542,0.7324646276370415,1
318691.0,6536.816568493843,4,5,975,394,1.032258064516129,0.7342746845490373,1
322063.0,6218.331285834312,5,6,972,393,1.0213068181818181,0.732752403162505,1
318607.0,5809.454088568687,5,6,978,398,1.0265095729013254,0.7990074068315388,1
